address,latitude,longitude
"15 Đường Trần Hữu Duyệt, Khu Đô Thị Vĩnh Điềm Trung, Vĩnh Hiệp, Nha Trang",12.2558801,109.1676723
"78 Nguyễn Đình Chiểu, Vĩnh Phước, Nha Trang",12.2689512,109.2005824
"37 Đường Số 9A, Khu Dân Cư Trung Sơn, X. Bình Hưng, H. Bình Chánh, TP. HCM",10.7383531,106.6898219
"SH01-S7.01 Vinhomes Grand Park, P. Long Bình, TP. Thủ Đức, TP. HCM",10.8428625,106.8372031
"44 Nguyễn Huệ, Phường Bến Nghé, Quận 1, TP. HCM",10.7741061,106.7040918
"226 Lý Tự Trọng, Phường Bến Thành, Quận 1, TP. HCM",10.7726133,106.6947397
"Ô 8, DC35, Khu Dân Cư Việt - Sing, An Phú, Thuận An, Bình Dương",10.9418326,106.7348379
"78 Võ Thị Sáu, Phường Quyết Thắng, TP. Biên Hòa, Đồng Nai",10.9462158,106.824786
"22 Cách Mạng Tháng 8, P. Xuân Hòa, TP. Long Khánh, Đồng Nai",10.9278955,107.2440814
"Lumiere Riverside, 275 Võ Nguyên Giáp, Thủ Đức, TP. HCM",10.8036411,106.7486049
"S05-BS11 Oasis Vinhomes Grand Park Building, Nguyễn Xiển, Thủ Đức, TP. HCM",10.8395316,106.8343647
"586-588 Quang Trung, Phường 11, Quận Gò Vấp, TP. HCM",10.8392826,106.6472744
"165-167-169-171 Hoàng Diệu, Phường 9, Quận 4, TP. HCM",10.762253,106.7023332
"E9-3 và E9-4 đường 3 tháng 2, P. Vĩnh Lạc,  TP. Rạch Giá, Kiên Giang",9.9906413,105.0878804
"130-132 đường Nguyễn Trung Trực, P. Vĩnh Bảo, TP. Rạch Giá, Kiên Giang",10.0015871,105.0890952
"Số 99 Đường 3 Tháng 2, P. Vĩnh Bảo, TP. Rạch Giá, Kiên Giang",10.0020261,105.082695
"Vinhomes Westpoint W1, phố Đỗ Đức Dục, P. Mễ Trì, Q. Nam Từ Liêm",21.0116675,105.7858981
"92 đường Trâu Quỳ, P. Trâu Quỳ, Q. Gia Lâm",21.0011035,105.9395554
"37A đường Sài Đồng, tổ 14, P. Sài Đồng, Q. Long Biên",21.0341599,105.9098917
"Số 03 - M1 Masteri Vinhomes Ocean Park, Huyện Gia Lâm, Hà Nội",20.9945966,105.9449031
"Số 02 đường Hồ Ngọc Lân, TP. Bắc Ninh, Bắc Ninh",21.1877079,106.0674971
"Tòa 18T1 khu đô thị Trung Hòa, P. Nhân Chính, Q. Thanh Xuân, Hà Nội",21.0059467,105.8051923
"Căn 01S5A Tòa S1.09, Vinhomes Ocean Park, Q. Gia Lâm, Hà Nội",20.9951124,105.9438655
"49 Phan Chu Trinh, P. Phan Chu Trinh, Q. Hoàn Kiếm, Hà Nội",21.0195712,105.8556027
"5 Lý Thường Kiệt, Phường 4, Thành Phố Mỹ Tho, Tiền Giang",10.3552354,106.3594652
"Số 30/2 Ấp Bắc, Phường 5, Thành Phố Mỹ Tho, Tiền Giang",10.3646296,106.3576324
"Số 269B Lê Văn Phẩm, Phường 6, Thành Phố Mỹ Tho, Tiền Giang",10.3583814,106.3419033
"25 Thái Phiên, Lê Đại Hành, Hai Bà Trưng, Hà Nội",21.0104454,105.8501186
"TMDV 11, Tòa N04, Chung cư Ecohome 3, Bắc Từ Liêm, Hà Nội",21.0849083,105.7848758
"125 Trần Hưng Đạo, Tiền An, TP. Bắc Ninh",21.1803249,106.0659123
"03 - M1 Masteri Vinhomes Ocean Park, Gia Lâm, Hà Nội",20.9929834,105.943355
"A9 Phố Trúc, Ecopark, Văn Giang, Hưng Yên",20.9731662,105.9235454
"95A Marina, Ecopark, Văn Giang, Hưng Yên",20.949863914694,105.93455984848
"23 Sky Oasis, Ecopark, Văn Giang, Hưng Yên",20.9643269,105.9230907
"93 Hoàng Văn Thái, Khương Trung, Thanh Xuân, Hà Nội",20.9962339,105.826702
"Ô L7, Thôn Yên Xá, Thanh Trì, Hà Nội",20.9649127,105.7936495
"S103 Toà G3, Vinhomes Greenbay, Nam Từ Liêm, Hà Nội",21.0005548,105.7840263
"25 Nhà Thờ, Hoàn Kiếm, Hà Nội",21.0287973,105.8497057
"6 Vũ Trọng Khánh, Hà Đông, Hà Nội",20.9804049,105.7848954
"Tòa SH03, Park 3, Time City, Q. Hoàng Mai, Hà Nội",20.9924594,105.8698125
"386-388 Dương Quảng Hàm, Phường 5, Quận Gò Vấp, TP. HCM",10.8329243,106.685653
"92B Hòa Bình, Phường 5, Quận 11, TP. HCM",10.768874,106.6379259
"364 Võ Văn Ngân, Thủ Đức, Hồ Chí Minh",10.849472,106.771663
"1.03 Tại Tầng 1, Tòa Nhà Chung Cư S10.02, chung cư Vinhome Grand Park, Thủ Đức, Hồ Chí Minh",10.8370098,106.8389884
"15 Nguyễn Ảnh Thủ, Quận 12, Hồ Chí Minh",10.8818415,106.6281748
"128 Lê Đức Thọ, Phường 6, Q. Gò Vấp, Hồ Chí Minh",10.8396465,106.679314
"1.01 Tại Tầng 1, Tòa Nhà Chung Cư S9.01 chung cư Vinhome Grand Park, Thủ Đức, Hồ Chí Minh",10.8370098,106.8389884
"373 Hồ Thị Hương, TP. Long Khánh, Đồng Nai",10.8462177,106.7785435
"14 Thái Hà, Phường Trung Liệt, Quận Đống Đa, Hà Nội",21.010223,105.822991
"534 Nguyễn Văn Cừ, Phường Hồng Hải, Hạ Long, Quảng Ninh",10.9647984,106.6683812
"TT01A-11 Hoàng Thành Villa, P. Mỗ Lao, Q. Hà Đông, Hà Nội",20.987712,105.7848607
"153 Trần Hưng Đạo, Phường An Phú, Quận Ninh Kiều, TP. Cần Thơ",10.035029,105.775613
"108A-108B Đường Mậu Thân, Phường An Phú, Quận Ninh Kiều, TP. Cần Thơ",10.0301277,105.7759564
"B6-53 phố Triều Khúc, P. Thanh Xuân Nam, Q. Thanh Xuân, Hà Nội",20.9861489,105.7999292
"Tầng 1, thuộc Trung tâm Thương mại, Căn hộ và Văn phòng, khu HH2, số 114 Mai Hắc Đế, Phường Lê Đại Hành, Quận Hai Bà Trưng, Hà Nội",21.011381,105.8506346
"47 Nguyễn Huệ, Phường Bến Nghé, Quận 1, TP. HCM",10.772836,106.704515
"134A Đường 3/2, Phường Hưng Lợi, Quận Ninh Kiều, TP. Cần Thơ",10.019662,105.7576264
"166 Đường 3/2, Phường Hưng Lợi, Ninh Kiều, Cần Thơ",10.0195921,105.7576069
"Bệnh viện Hoàn Mỹ, Lô 20, Võ Nguyên Giáp, P. Phú Thứ, Cái Răng, Cần Thơ",10.0026506,105.8018438
"67 Cửa Nam, Hoàn Kiếm, Hà Nội",21.0276989,105.8422102
"75 Hàng Bông, Hoàn Kiếm, Hà Nội",21.030353,105.847294
"27 Lê Lợi, Ngô Quyền, Hải Phòng",20.8595427,106.6938917
"190 Lê Văn Thọ, Phường 11, Quận Gò Vấp, TP. HCM",10.8423093,106.6572363
"14 Ung Văn Khiêm, Phường 25, Quận Bình Thạnh, TP. HCM",10.8043805,106.720433
"N03-T6 Ngoại Giao Đoàn, Quận Bắc Từ Liêm, Hà Nội",21.0642034,105.8001734
"210 - 212 Cao Lỗ, Phường 4, Quận 8, TP. HCM",10.7377354,106.6789587
"18 Hàng Gai, Quận Hoàn Kiếm, Hà Nội",21.0324868,105.8508984
"123-125 Tôn Đức Thắng, Quận Đống Đa, Hà Nội",21.0230535,105.8319777
"134 Vũ Hồng Phô, Phường Bình Đa, TP. Biên Hòa, Đồng Nai",10.9339031,106.8631724
"167 Phạm Hữu Lầu, Phường Mỹ Phước, Quận 7, TP. HCM",10.7045897,106.7317355
"29 Hàng Phèn, Quận Hoàn Kiếm, Hà Nội",21.0343438,105.8473508
"V11A101 The Terra An Hưng, Hà Đông, Hà Nội",20.9734654,105.756543
"173 Tam Trinh, Quận Hoàng Mai, Hà Nội",20.9925703,105.8631469
"42 + 42A Lạc Trung, Quận Hai Bà Trưng, Hà Nội",21.0031361,105.8629875
"S6.03.02 Vinhome Grand Park Building, Đường Nguyễn Xiển, TP. Thủ Đức",10.838645,106.8349516
"412 Trần Thành Ngọ, Quận Kiến An, Hải Phòng",20.8147549,106.6258953
"S6A Vinhomes Symphony, Long Biên, Hà Nội",21.0482321,105.9172358
"01S15A - S2.03 Vinhomes Ocean Park, Quận Gia Lâm, Hà Nội",20.9939937,105.9502063
"264 – 266 Âu Dương Lân, Phường 3, Quận 8, TP. HCM",10.743807,106.684
"SH09 - S1.05 Vinhome Smart City, Nam Từ Liêm, Hà Nội",21.0076779,105.7379809
"01,02 SH06 - S2.11 Vinhome Ocean Park, Gia Lâm, Hà Nội",20.9922108,105.9437406
"144 Phan Trung, Khu Phố 7, Phường Tân Tiến, Biên Hòa, Đồng Nai",10.9609331,106.8500689
"Số 80C Trần Chiên, Khu Vực Thạnh Mỹ, Phường Lê Bình, Cái Răng, Cần Thơ",9.9982606,105.7598773
"49+51 Trần Quang Diệu, Quận Đống Đa, Hà Nội",21.0138005,105.8230425
"01SH05 – R1.03 The Zen Park, Vinhome Ocean Park, Gia Lâm, Hà Nội",20.9939937,105.9502063
"01,02SH22 – S208 Vinhome Ocean Park, Gia Lâm, Hà Nội",20.9934582,105.9417649
"B3-06 Vinhome Gardenia, Phường Cầu Diễn, Quận Nam Từ Liêm, Hà Nội",21.0367092,105.7623993
"264 Phố Bạch Mai, Quận Hai Bà Trưng, Hà Nội",21.0026629,105.8507951
"141 Đinh Tiên Hoàng - 27 Trần Hưng Đạo, Phường Hoàng Văn Thụ, Quận Hồng Bàng, Hải Phòng",20.8571038,106.6823897
"388 + 388A Tô Hiệu, Phường Hồ Nam, Quận Lê Chân, Hải Phòng",20.8505403,106.675866
"105 Lê Trọng Tấn, Phường An Bình, Thành phố Dĩ An, Bình Dương",10.8718852,106.7575246
"1347 Nguyễn Ái Quốc, Phường Tân Tiến, TP. Biên Hòa, Tỉnh Đồng Nai",10.9651389,106.847143
"118 Định Công, Quận Thanh Xuân, Hà Nội",20.9842924,105.8384921
"Số 176D + 176E Trương Định, Quận Hai Bà Trưng, Hà Nội",20.9912098,105.8483983
"12 Tam Trinh, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội",20.9953162,105.862014
"01SH20 Block S2.15 Ocean Park, Phường Đa Tốn, Quận Gia Lâm, Hà Nội",20.9914905,105.9439905
"32 Nguyễn Đức Cảnh, Quận Lê Chân, Thành phố Hải Phòng",20.8554048,106.6794263
"01 Phạm Minh Đức, Quận Ngô Quyền, Thành phố Hải Phòng",20.8611252,106.6923932
"328/2A Hùng Vương, Phường Mỹ Long, TP. Long Xuyên, An Giang",10.379268,105.4418072
"309 Nguyễn Văn Khối, Phường 8, Gò Vấp, TP. HCM",10.8434886,106.6504766
"271 Lê Văn Thọ, Phường 9, Gò Vấp, TP. HCM",10.8444987,106.6568665
"264 Độc Lập, P. Tân Thành, Tân Phú, TP. HCM",10.7929889,106.6290351
"42 Lê Trung Nghĩa, Phường 12, Tân Bình, TP. HCM",10.8007638,106.651167
"619 Lê Đức Thọ, P. 16, Gò Vấp, TP. HCM",10.8474913,106.6686731
"319 Lý Thường Kiệt, Phường 15, Quận 11, TP. HCM",10.772712,106.657029
"44 Huỳnh Văn Bánh, Phường 15, Quận Phú Nhuận, TP. HCM",10.7951377,106.6812552
"416 Phan Huy Ích, Phường 12, Quận Gò Vấp, TP. HCM",10.8423521,106.6389878
"22 Phan Xích Long, Phường 3, Quận Phú Nhuận, TP. HCM",10.7990212,106.6868499
"150 Nguyễn Thị Nhỏ, Phường 15, Quận 11, TP. HCM",10.7738738,106.6531477
"126 Đường Số 15, Phường Tân Kiểng, Quận 7, TP. HCM",10.7455301,106.7058545
"41 TT4 KĐT Mỹ Đình 1, P. Mỹ Đình 1, Quận, Nam Từ Liêm, Hà Nội",21.029133,105.761301
"142-144 Hồng Mai, P. Bạch Mai, Quận Hai Bà Trưng, Hà Nội",20.9999129,105.8525728
"78 - 80 Đồng Đen, Phường 14, Quận Tân Bình, TP. HCM",10.7936924,106.6446485
"560A Nguyễn Văn Cừ, P. Gia Thụy, Quận Long Biên, Hà Nội",21.047485,105.8845815
"293 Thụy Khuê, P. Thụy Khuê, Quận Tây Hồ, Hà Nội",21.0446329,105.8143184
"SH205, Park 8 Times City, P. Mai Động, Q. Hoàng Mai, Hà Nội",20.992286,105.8687174
"15 Dương Khuê, P. Mai Dịch, Quận Cầu Giấy, Hà Nội",21.0371026,105.7737096
"24-LK3 Hà Trì, Phường Hà Cầu, Quận Hà Đông, Hà Nội",20.965193,105.7842685
"135-137 Lê Văn Sỹ, Phường 13, Quận Phú Nhuận, TP. HCM",10.791658,106.6716019
"341 Lô 22C Lê Hồng Phong, P. Đông Khê, Q. Ngô Quyền, Hải Phòng",20.848297,106.7053144
"33 Dương Văn Bé,  Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội",21.0002169,105.8722994
"111 Nguyễn Sơn, P. Gia Thuỵ, Quận Long Biên, Hà Nội",21.0462924,105.879642
"315 Ngọc Lâm, P. Ngọc Lâm, Quận Long Biên, Hà Nội",21.0473531,105.8725154
"1-3 Hai Bà Trưng, P. An Biên, Quận Lê Chân, Hải Phòng",20.854594,106.681413
"252 Ngọc Thụy, P. Ngọc Thụy, Quận Long Biên, Hà Nội",21.055333836994,105.86566145085
"469 Thống Nhất, Phường 16, Quận Gò Vấp, TP. HCM",10.8455598,106.6646273
"174 Trần Văn Ơn, P. Phú Hòa, TP. Thủ Dầu Một, Bình Dương",10.9806074,106.6754681
"359 Block 36 TT5 Văn Phú, P. Phú La, Quận Hà Đông, Hà Nội",20.9619569,105.7685912
"117 Bạch Đằng, P. Thượng Lý, Quận Hồng Bàng, Hải Phòng",20.861592,106.670852
"55 Đường S11, P. Tây Thạnh, Q.Tân Phú, TP.HCM",10.8139291,106.6209438
"149C Lò Đúc, P. Đống Mác, Quận Hai Bà Trưng, Hà Nội.",21.010862,105.859968
"311 Nguyễn Tri Phương, Quận 10, TP.HCM",10.7615942,106.6679158
"ST-04 Riverside Residence, Phường Tân Phú, Quận 7, TP HCM.",10.7181811,106.7261086
"27 Nguyễn Gia Trí, Phường 25, Quận Bình Thạnh, TPHCM",10.8023219,106.7153517
"Chung Cư Citizen, Khu Dân Cư Trung Sơn, Xã Bình Hưng, Huyện Bình Chánh, TPHCM",10.7305458,106.689259
"223 Đặng Văn Bi, Phường Trường Thọ, Thành Phố Thủ Đức, TPHCM",10.848016,106.7597412
"485 Huỳnh Tấn Phát, Phường Tân Thuận Đông, Quận 7, TPHCM",10.7453144,106.7293346
"633 Tỉnh Lộ 10, Phường Bình Trị Đông B, Quận Bình Tân, TPHCM",10.7578254,106.6139442
"59 Nguyễn Văn Cừ, Thành Phố Cần Thơ",10.0586871,105.7811371
"05-2A/6 Trần Khát Chân, Phường Thanh Lương, Quận Hai Bà Trưng, Hà Nội",21.0079387,105.8636286
"A4-A5 Tòa A Nhà B, Imperial Sky Garden, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội",20.9981103,105.8669457
"372-374 Lạch Tray, Phường Đằng Giang, Quận Ngô Quyền, Thành Phố Hải Phòng",20.8346164,106.6967057
"13 C12 Tập Thể Đại Học Ngoại Ngữ, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",21.0392424,105.7818141
"126A1 Hoàng Hoa Thám, P2, Vũng Tàu",10.3386792,107.0849061
"Tầng Trệt Chung Cư Vũng Tàu Gold Sea - 172 Hoàng Hoa Thám, P2, Vũng Tàu",10.334158,107.0879955
"14 Khương Hạ, Quận Thanh Xuân, Hà Nội",20.9924553,105.8156943
"Căn Số A1-00.04 Tháp A1, Khu Chung Cư Phức Hợp Lô M1 74 Nguyễn Cơ Thạch, Phường An Lợi, Quận 2, TP.HCM",10.7709886,106.7242792
"508 CMT8, Phường Phú Cường, TP. Thủ Dầu Một, Bình Dương",10.9797262,106.6547315
"17H-17K Dương Đình Nghệ, Quận 11, TP.HCM",10.7607916,106.6499235
"62-64 Kênh Dương, Quận Lê Chân, Hải Phòng",20.8324943,106.682241
"26BT11 KĐT Xa La, Quận Hà Đông, Hà Nội",20.9617615,105.7958521
"164 Nguyễn Văn Cừ, Phường Bồ Đề, Quận Long Biên, Hà Nội",21.0430669,105.8715674
"04 Phổ Quang, Phường 2, Tân Bình, TP.HCM",10.8033308,106.6669533
"135 Nguyễn Cửu Đàm, P.Tân Sơn Nhì, Quận Tân Phú, TP.HCM",10.7999902,106.6282071
"59 Ngô Văn Sở, Ninh Kiều, Cần Thơ",10.0341049,105.7849717
"18 Nguyễn Trường Tộ, Phường 3, Vũng Tàu",10.3409542,107.0789947
"78 Trần Hưng Đạo, Phường 1, Vũng Tàu.",10.3486693,107.0755663
"07 Đền Lừ 2, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội.",20.9857634,105.8580616
"31 Hồ Sen, Phường Trại Cau, Quận Lê Chân, Hải Phòng.",20.8476011,106.6815067
"1 Lê Văn Thiêm, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",21.0031252,105.8019022
"16 Văn Cao, Phường Liễu Giai, Quận Ba Đình, Hà Nội",21.0416286,105.8161372
"474 Trần Thị Năm, P.Tân Chánh Hiệp, Quận 12, TP.HCM",10.8728096,106.6218313
"Thương Mại Dịch Vụ SH01, Cao Ốc Thoại Ngọc Hầu (Resgreen Tower) - 7A Thoại Ngọc Hầu, P. Hòa Thạnh, Quận Tân Phú, TPHCM",10.783931,106.6399239
"LK10-15 Văn Phú, P. Phú La, Quận Hà Đông, Hà Nội",20.9586775,105.7688614
"03 Quỳnh Mai, Phường Quỳnh Mai, Quận Hai Bà Trưng, Hà Nội",21.0009555,105.85903
"144/5 Nguyễn Ảnh Thủ, Xã Trung Chánh, Huyện Hóc Môn, TP. HCM",10.858907,106.609388
"155 Ung Văn Khiêm, TP. Long Xuyên",10.3734144,105.4330428
"297 Nguyễn Duy Dương, Phường 4, Quận 10, TP. HCM",10.764376,106.670077
"402 Nguyễn Thị Thập, Phường Tân Quy, Quận 7, TP HCM.",10.7392677,106.7098122
"81 Trần Phú, Quận Ngô Quyền, Hải Phòng.",20.8569752,106.6843258
"261A Trần Nguyên Hãn, Quận Lê Chân, Hải Phòng.",20.843202,106.669063
"BH 02 – 01 Vinhomes Imperia, Quận Hồng Bàng, Hải Phòng.",20.862134,106.6678557
"Số 17 & 17/19, đường 30/4 Quận Ninh Kiều, Tp Cần Thơ.",10.0112658,105.7603283
"118 đường 3 tháng 2, Phường Xuân Khánh, Quận Ninh Kiều, Tp Cần Thơ.",10.0209883,105.7622778
"25 Ngô Thì Nhậm, Quận Hà Đông, Hà Nội",20.968286,105.7694192
"2h Trần Nhân Tôn, phường 2, quận 10, Tphcm.",10.7616669,106.6751
"170 Nguyễn Đổng Chi, Quận Nam Từ Liêm, Hà Nội",21.0356498,105.7638865
"124 Phổ Quang, Phường 9, Quận Phú Nhuận, TP HCM",10.8084986,106.6717048
"376 Đường 30/4, P. Hưng Lợi, Q. Ninh Kiều, TP. Cần Thơ",10.0216193,105.7705457
"P101B+102B nhà A8 Khương Thượng, Phường Trung Tự, Quận Đống Đa, Hà Nội",21.004374,105.831027
"20 Nguyên Hồng, Phường Láng Hạ, Quận Đống Đa, Hà Nội",21.0176593,105.8114125
"139 Nguyễn Đức Cảnh, Khu Phố Mỹ Phát - H29-2, Phường Tân Phong, Quận 7, Tp.HCM",10.7235688,106.7090321
"38 Xuân La, Phường Xuân La, Quận Tây Hồ, Hà Nội",21.067057504680335,105.80413116074791
"273 Trần Bình Trọng, Phường 4, Quận 5, Tp.HCM",10.7610868,106.6794866
"184A Nguyễn Xí, Phường 22, Quận Bình Thạnh, Tp.HCM",10.815274274724638,106.70778206440069
"Kiot Khu Vực Mặt Tiền Kinh Dương Vương - 395 Kinh Dương Vương, Phường An Lạc, Quận Bình Tân, Tp.HCM",10.74082001656306,106.61829069437333
"40 Trung Hòa, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội",21.0146675,105.8016853
"160 Bùi Thị Xuân, Phường Phạm Ngũ Lão, Quận 1, Tp.HCM",10.768564376909305,106.68688128587911
"A10/7 Ấp 2, Phường Bình Hưng, Huyện Bình Chánh, Tp.HCM",10.72391,106.6559388
"380 Khâm Thiên, Phường Thổ Quan, Quận Đống Đa, Hà Nội",21.019303,105.831203
"152 Hoàng Hoa Thám, Phường 2, Thành phố Vũng Tàu",10.3355334,107.0866531
"144 - 146 Lâm Văn Bền, Phường Tân Quy, Quận 7, Tp.HCM",10.7392872,106.7159105
"01 Tô Vĩnh Diện, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",21.0005972,105.8221164
"60 Lâm Văn Bền, Phường Tân Kiểng, Quận 7, Tp.HCM",10.749098369068603,106.71644119276391
"14 Nguyễn Văn Bảo, Phường 4, Quận Gò Vấp, Tp.HCM",10.823193,106.686001
"285/94 Cách Mạng Tháng 8, Phường 12, Quận 10, Tp.HCM",10.7785791,106.6805023
"Tầng 1 Khu Trung Tâm Thương Mại Tài Chính Dầu Khí Phú Mỹ Hưng, Lô C6A-01 Khu A, Khu Đô Thị Mới Nam TP. HCM, P. Tân Phú, Quận 7, TP. HCM",10.72934482895,106.72341227531
"103 Trần Huy Liệu, Phường 12, Quận Phú Nhuận, Tp.HCM",10.793276,106.677797
"68 Tôn Thất Tùng, Phường Khương Thượng, Quận Đống Đa, Hà Nội",21.001708,105.829441
"48-116 Nhân Hòa, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",21.0033149,105.8070215
